item_uuid,item_name,canonical_id,canonical_leader,canonical_member
6aba01f2-b860-5613-81d3-746795c2bcb1,kopparberg alcohol free straw & lime 500ml,12759.0,kopparberg alcohol free straw lime 500ml,kopparberg alcohol free straw lime 500ml
6ab2cdc9-0980-5f72-9912-ad5d1bb02104,corona extra 4pk 4x330ml,5420.0,corona beer 4 x 330 ml,corona extra 4pk 4x330ml
6ab1bf58-2b6b-4699-ac76-41f8cddb80d0,Co Op British Fresh Whole Milk 4 Pints/2.272L,4753.0,co-op british fresh whole milk 2.272 l,co op british fresh whole milk 4 pints2.272l
6aad3443-4660-5f0d-8ef9-ede834b4d523,Weetabix Cereal,25367.0,weetabix cereal,weetabix cereal
6aacfc69-fd2c-5d65-986d-3fbebb3ad981,Lucozade Sport Raspberry,13919.0,lucozade sport raspberry ml,lucozade sport raspberry
6aa68afa-ba44-5b33-a5bd-bd1cb8ea0b94,co op irresistible prosecco 75cl,4806.0,co-op prosecco 750 ml,co op irresistible prosecco 75cl
6aa364aa-773d-5ca5-a243-368709bd825d,HEINEKEN LGE NRB 650ML,10278.0,heineken premium lager beer 650 ml,heineken lge nrb 650ml
6a9c9a52-5c02-444a-8f80-ae699e31a875,Tropicana Smooth Orange Juice £2.50 RRP PMP 850ml,23647.0,tropicana smooth orange juice 850 ml,tropicana smooth orange juice 2.50 rrp ml
6a900069-6dd3-4e16-bb53-c6099a020e0e,POT NOODLE CHICKEN&MUSHROOM 90G,18451.0,pot noodle chicken mushroom 90 g,pot noodle chickenmushroom 90g
6a8eed76-8751-555e-89ce-07e82a4a6dd9,co op cola 2ltr,4773.0,co-op cola 2 l,co op cola 2ltr
6a8d8fe5-a016-5988-bd33-809cb01df582,coke zero pm 1.75 1.75ltr,5028.0,coke zero soda 1.75 l,coke zero  1.75ltr
6a86cf66-47bd-48b0-81a1-df447dfaa61c,Magnum Almond,14192.0,magnum almond,magnum almond
6a8390a5-b9ff-4115-a41e-3e4c086af993,co op british beef mince 20% pm 2.89 500g,4745.0,co-op british beef mince 500 g,co op british beef mince 20 %  500g
6a82c76c-c0b6-5703-b9c6-73b3cc834da6,NESCAFE ORIGINAL 50G,16331.0,nescafe original 50g,nescafe original 50g
6a7ad9c8-8cdc-5162-bc33-50e232c2412a,Schweppes Lemonade,20444.0,schwepped lemonade,schweppes lemonade
6a79933b-dfc8-4d7f-a714-b950075759b5,coke reg 1.5ltr,5005.0,coke soda 1.5 l,coke reg 1.5ltr
