group_id,leader,member
24164,nestle rolo dessert 2pk 2x70g,nestle rolo dessert 2pk 2x70g
24165,nestle rolo mousse 4x50g,nestle rolo mousse 4x50g
24166,nestle rtrees fruit pastille pch,nestle fruit pastille pouch
24166,nestle rtrees fruit pastille pch,nestle rtrees fruit pastille pch
24167,nestle rtrees fruit pastille pch 114g,nestle rtrees fruit pastille pch 114 g
24167,nestle rtrees fruit pastille pch 114g,nestle rtrees fruit pastille pch 114 gm
24167,nestle rtrees fruit pastille pch 114g,nestle rtrees fruit pastille pch 114g
24169,nestle shredded wheat  16,nestle shredded wheat  16
24170,nestle shredded wheat  360g,nestle shredded wheat  360g
24171,nestle shredded wheat 500g,nestle shredded wheat 500g
24172,nestle shreddies,nestle shreddies
24173,nestle shreddies 540g pm,nestle shreddies 540g pm
24174,nestle shreddies cereal 460 g,nestle shreddies cereal 460 g
24176,nestle shreddies the coco one 560g,nestle shreddies the coco one 560g
24177,nestle shreddies the original 390g,nestle shreddies the original 390g
24179,nestle smarties bar,nestle smarties
24179,nestle smarties bar,nestle smarties bar
24180,nestle smarties block pm 1 100g,nestle smarties block pm 1 100g
24181,nestle smarties button 78g,nestle smarties button 78g
24183,nestle smarties orange bar 90g,nestle smarties orange bar 90g
