group_id,leader,member
562,3 plain naan,3 plain naan
563,3 sim card,3 sim card
564,3 topic 141g,3 topic 141g
566,3.5mm jack xtra bass white headphone 1.2m,3.5mm jack xtra bass white headphone 1.2m
567,30 egg tray hmc class a,30 egg tray hmc class a
569,30 g amber leaf 3 in 1,30 g amber leaf 3 in 1
571,30 g cheetos crunchy,30 g cheetos crunchy
574,30 g drum,30 g drum
576,30 g gold leaf 3 in 1,30 g gold leaf 3 in 1
577,30 g gv original,30 g gv original
578,30 g marlborro tobacco,30 g marlborro tobacco
579,30 g old holborn yellow 31,30 g old holborn yellow 31
580,30 g strawberry chewits,30 g strawberry chewits
581,30 g sunshine flying saucer,30 g sunshine flying saucer
582,30 g transformer cheese onion,30 g transformer cheese onion
583,30 g transformer spicy,30 g transformer spicy
584,30 large dettol wipe,30 large dettol wipe
586,30 pack superdent denture cleaning tablet,30 pack superdent denture cleaning tablet
587,300 drawing pin,300 drawing pin
593,300 g goldenfry gravy granule,300 g goldenfry gravy granule
599,300 g happy shopper whole carrot,300 g happy shopper whole carrot
601,300 g jack baby carrot,300 g jack baby carrot
603,300 g jack sliced carrot,300 g jack sliced carrot
608,300 ml apple juice,300 ml apple juice
609,300 ml baby bath,300 ml baby bath
613,300 ml mr sheen polish,300 ml mr sheen polish
614,300 ml orange juice,300 ml orange juice
615,305 g pearl chocolate fudge brownie,305 g pearl chocolate fudge brownie
617,312 g happy shopper mandarin segment,312 g happy shopper mandarin segment
618,32 bounty 171g,32 bounty 171g
619,32 g flake,32 g flake
621,32.5 g walker chicken,32.5 g walker chicken
626,320 g cauliflower cheese,320 g cauliflower cheese
627,327 g pearl treacle tart,327 g pearl treacle tart
629,33.5 g hall mentholyptus,33.5 g hall mentholyptus
630,330 ml budweiser,330 ml budweiser
641,330 ml fly spray,330 ml fly spray
642,330 ml guinness extra,330 ml guinness extra
644,330 ml kopparberg hard seltzer,330 ml kopparberg hard seltzer
647,330 ml rubicon mango can,330 ml rubicon mango can
648,330 ml sprite can,330 ml sprite can
