group_id,leader,member,Label ,Canonical_leader ,Brand ,Name ,Package ,Promotion
33888,whole cucumber,whole cucumber,True ,whole cucumber,Whole Cucumber,,ole cucumber,
33889,whole earth crunchy peanut butter,whole earth crunchy peanut butter,True ,whole earth crunchy peanut butter,Whole Earth Cr,,eanut butter,
33890,whole earth crunchy peanut butter 340g,h crunchy peanut butter 340g,False ,h crunchy peanut butter 340 g,H Crunchy Pean,,butter 340 g,
33890,whole earth crunchy peanut butter 340g,h peanut butter crunchy 340g,False ,h peanut butter crunchy 340 g,H Peanut Butte,,runchy 340 g,
33890,whole earth crunchy peanut butter 340g,h peanut butter crunchy 340gm,False ,h peanut butter crunchy 340 g,H Peanut Butte,,runchy 340 g,
33890,whole earth crunchy peanut butter 340g,jack crunchy peanut butter 340g,False ,jack crunchy peanut butter 340 g,Jack Crunchy P,,butter 340 g,
33890,whole earth crunchy peanut butter 340g,sunpat crunchy peanut butter 340g,False ,sunpat crunchy peanut butter 340 g,Sunpat Crunchy,,butter 340 g,
33890,whole earth crunchy peanut butter 340g,whole earth crunchy peanut butter 340g,True ,whole earth crunchy peanut butter 340 g,Whole Earth Cr,,butter 340 g,
33891,whole earth smooth peanut butter,whole earth smooth peanut butter,True ,whole earth smooth peanut butter,Whole Earth Sm,,eanut butter,
33892,whole earth smooth peanut butter 340g,whole earth smooth peanut butter 340g,True ,whole earth smooth peanut butter 340 g,Whole Earth Sm,,butter 340 g,
33894,whole fresh 2l blue,whole fresh 2l blue,True ,whole fresh 2l blue,Whole Fresh 2L,,resh 2l blue,
33895,whole fresh milk 1l blue,whole fresh milk 1l blue,True ,whole fresh milk 1l blue,Whole Fresh Mi,,milk 1l blue,
33896,whole fresh milk 1pint blue,whole fresh milk 1pint blue,True ,whole fresh milk 1pint blue,Whole Fresh Mi,,k 1pint blue,
33898,whole lemon squash,whole lemon squash,True ,whole lemon squash,Whole Lemon Sq,,lemon squash,
33899,whole medium chicken 1.35kg,whole medium chicken 1.35kg,True ,whole medium chicken 1.35kg,Whole Medium C,,icken 1.35kg,
33900,whole milk,whole milk,True ,whole milk,Whole Milk,,whole milk,
33902,whole milk 1l,whole milk 1l,True ,whole milk 1l,Whole Milk 1L,,hole milk 1l,
33903,whole milk 1ltrs,whole milk 1ltrs,True ,whole milk 1ltrs,Whole Milk 1Lt,,e milk 1ltrs,
33904,whole milk 1pt,whole milk 1pt,True ,whole milk 1pt,Whole Milk 1Pt,,ole milk 1pt,
33905,whole milk 2 l,whole milk 2 l,True ,whole milk 2 l,Whole Milk 2 L,,ole milk 2 l,
33907,whole milk 2l blue,whole milk 2l blue,True ,whole milk 2l blue,Whole Milk 2L,,milk 2l blue,
33909,whole milk 568 ml,whole milk 568 ml,True ,whole milk 568 ml,Whole Milk 568,,milk 568 ml,
33910,whole milk 568ml,whole milk 568ml,True ,whole milk 568 ml,Whole Milk 568,,milk 568 ml,
33911,whole milk blue top 2 ltr,1litre whole milk,False ,1litre whole milk,1Litre Whole M,,e whole milk,
33911,whole milk blue top 2 ltr,2 litre whole milk,False ,2 litre whole milk,2 Litre Whole,,e whole milk,
33911,whole milk blue top 2 ltr,2 ltr fresh whole milk,False ,2 ltr fresh whole milk,2 Ltr Fresh Wh,,h whole milk,
33911,whole milk blue top 2 ltr,2lt whole milk,False ,2lt whole milk,2Lt Whole Milk,,t whole milk,
33911,whole milk blue top 2 ltr,2ltr whole milk,False ,2ltr whole milk,2Ltr Whole Mil,,r whole milk,
33911,whole milk blue top 2 ltr,freshway whole milk 2ltr,False ,freshway whole milk 2ltr,Freshway Whole,,le milk 2ltr,
33911,whole milk blue top 2 ltr,freshways whole milk 1 litre,False ,freshways whole milk 1 litre,Freshways Whol,,milk 1 litre,
33911,whole milk blue top 2 ltr,freshways whole milk 1 ltr,False ,freshways whole milk 1 ltr,Freshways Whol,,e milk 1 ltr,
33911,whole milk blue top 2 ltr,freshways whole milk 2 litre,False ,freshways whole milk 2 litre,Freshways Whol,,milk 2 litre,
33911,whole milk blue top 2 ltr,freshways whole milk 2 ltr,False ,freshways whole milk 2 ltr,Freshways Whol,,e milk 2 ltr,
33911,whole milk blue top 2 ltr,freshways whole milk 2ltr,False ,freshways whole milk 2ltr,Freshways Whol,,le milk 2ltr,
33911,whole milk blue top 2 ltr,freshways whole milk 3 ltr,False ,freshways whole milk 3 ltr,Freshways Whol,,e milk 3 ltr,
33911,whole milk blue top 2 ltr,milk 1 litre whole,False ,milk 1 litre whole,Milk 1 Litre W,,litre whole,
33911,whole milk blue top 2 ltr,milk 2 litre whole,False ,milk 2 litre whole,Milk 2 Litre W,,litre whole,
33911,whole milk blue top 2 ltr,milk 2ltr whole,False ,milk 2ltr whole,Milk 2Ltr Whol,,k 2ltr whole,
33911,whole milk blue top 2 ltr,milk whole 2ltr,False ,milk whole 2ltr,Milk Whole 2Lt,,k whole 2ltr,
33911,whole milk blue top 2 ltr,milk whole milk 1 liter,False ,milk whole milk 1 liter,Milk Whole Mil,,milk 1 liter,
33911,whole milk blue top 2 ltr,milk whole milk 2 liter,False ,milk whole milk 2 liter,Milk Whole Mil,,milk 2 liter,
33911,whole milk blue top 2 ltr,mller whole milk 2 litre,False ,mller whole milk 2 litre,Mller Whole Mi,,milk 2 litre,
33911,whole milk blue top 2 ltr,muller whole milk 2 litre,False ,muller whole milk 2 litre,Muller Whole M,,milk 2 litre,
33911,whole milk blue top 2 ltr,whole 2lt milk,False ,whole 2lt milk,Whole 2Lt Milk,,ole 2lt milk,
33911,whole milk blue top 2 ltr,whole fat milk 2ltr,False ,whole fat milk 2ltr,Whole Fat Milk,,at milk 2ltr,
33911,whole milk blue top 2 ltr,whole fresh milk 2 litre,False ,whole fresh milk 2 litre,Whole Fresh Mi,,milk 2 litre,
33911,whole milk blue top 2 ltr,whole milk 1 litre,False ,whole milk 1 litre,Whole Milk 1 L,,milk 1 litre,
33911,whole milk blue top 2 ltr,whole milk 2 litre,False ,whole milk 2 litre,Whole Milk 2 L,,milk 2 litre,
33911,whole milk blue top 2 ltr,whole milk 2 ltr,False ,whole milk 2 ltr,Whole Milk 2 L,,e milk 2 ltr,
33911,whole milk blue top 2 ltr,whole milk 2 ltr blue,False ,whole milk 2 ltr blue,Whole Milk 2 L,,k 2 ltr blue,
33911,whole milk blue top 2 ltr,whole milk 2 ltrs,False ,whole milk 2 ltrs,Whole Milk 2 L,,milk 2 ltrs,
33911,whole milk blue top 2 ltr,whole milk 2l,False ,whole milk 2l,Whole Milk 2L,,hole milk 2l,
33911,whole milk blue top 2 ltr,whole milk 2ltr,False ,whole milk 2ltr,Whole Milk 2Lt,,le milk 2ltr,
33911,whole milk blue top 2 ltr,whole milk blue top 2 ltr,True ,whole milk blue top 2 ltr,Whole Milk Blu,,ue top 2 ltr,
33912,whole milk sterilised 500ml,whole milk sterilised 500ml,True ,whole milk sterilised 500 ml,Whole Milk Ste,,lised 500 ml,
33913,whole orange squash,whole orange squash,True ,whole orange squash,Whole Orange S,,range squash,
33914,wholegrain pilau rice,tilda wholegrain pilau rice,False ,tilda wholegrain pilau rice,Tilda Wholegra,,n pilau rice,
33914,wholegrain pilau rice,wholegrain pilau rice,True ,wholegrain pilau rice,Wholegrain Pil,,n pilau rice,
33915,wholemeal loaf 800g,co op wholemeal loaf 800g,False ,co op wholemeal loaf 800 g,Co Op Wholemea,,l loaf 800 g,
33915,wholemeal loaf 800g,wholemeal loaf 800g,True ,wholemeal loaf 800 g,Wholemeal Loaf,,l loaf 800 g,
33916,whose 1 with tasty tuna pocket,whose 1 with tasty tuna pocket,True ,whose 1 with tasty tuna pocket,Whose 1 With T,,tuna pocket,
33917,whsks 1 cat pch meat  12x100g,whsks 1 cat pch meat  12x100g,True ,whsks 1 cat pch meat  12 x100 g,Whsks 1 Cat Pc,,t 12 x100 g,
33918,whsts on tv england current issue,whsts on tv england current issue,True ,whsts on tv england current issue,Whsts On Tv En,,urrent issue,
33920,whyte mackay,whyte mackay,True ,whyte mackay,Whyte Mackay,,whyte mackay,
33921,whyte mackay 1 litre,white mackay 1 litre,False ,white mackay 1 litre,White Mackay 1,,ckay 1 litre,
33921,whyte mackay 1 litre,whyte mackay 1 litre,True ,whyte mackay 1 litre,Whyte Mackay 1,,ckay 1 litre,
33922,whyte mackay 40 % dst 1lt,whyte mackay 40 % dst 1lt,True ,whyte mackay 40% dst 1lt,Whyte Mackay 4,,40% dst 1lt,
33923,whyte mackay 70 cl,70 cl whyte and mckay,False ,70 cl whyte and mckay,70 Cl Whyte An,,te and mckay,
33923,whyte mackay 70 cl,whyte mackay 70 cl,True ,whyte mackay 70 cl,Whyte Mackay 7,,mackay 70 cl,
33925,whyte mackay blended scotch whisky,whyte mackay blended scotch whisky,True ,whyte mackay blended scotch whisky,Whyte Mackay B,,cotch whisky,
33926,whyte mackay blended scotch whisky 70cl,whyte mackay blended scotch whisky 70cl,True ,whyte mackay blended scotch whisky 70 ml,Whyte Mackay B,,whisky 70 ml,
33927,whyte mackay scotch whisky 70 cl .99,whyte mackay scotch whisky 70 cl .99,True ,whyte mackay scotch whisky 70 cl .99,Whyte Mackay S,,ky 70 cl .99,
33928,whyte mackay whisky .99 70cl,whyte mackay whisky .99 70cl,True ,whyte mackay whisky .99 70 ml,Whyte Mackay W,,ky .99 70 ml,
33929,whyte mackay whisky 1ltr,whyte mackay whisky 1ltr,True ,whyte mackay whisky 1ltr,Whyte Mackay W,,whisky 1ltr,
33930,whyte mackay whisky 40 % 70cl,whyte mackay whisky 40 % 70cl,True ,whyte mackay whisky 40% 70 ml,Whyte Mackay W,,ky 40% 70 ml,
33931,whyte mackay whisky 70 cl,whyte mackay whisky 70 cl,True ,whyte mackay whisky 70 cl,Whyte Mackay W,,whisky 70 cl,
33932,whyte mackay whisky 70cl,whyte and mackay 70cl,False ,whyte and mackay 70 ml,Whyte And Mack,,mackay 70 ml,
33932,whyte mackay whisky 70cl,whyte mackay 70cl,False ,whyte mackay 70 ml,Whyte Mackay 7,,mackay 70 ml,
33932,whyte mackay whisky 70cl,whyte mackay 70cl .99,False ,whyte mackay 70 ml .99,Whyte Mackay 7,,ay 70 ml .99,
33932,whyte mackay whisky 70cl,whyte mackay whisky 70cl,True ,whyte mackay whisky 70 ml,Whyte Mackay W,,whisky 70 ml,
33933,wikinger 51 free hot dog 240g,wikinger 51 free hot dog 240g,True ,wikinger 51 free hot dog 240 g,Wikinger 51 Fr,,ot dog 240 g,
33934,wild africa cream liqueur 70cl,wild africa cream liqueur 70cl,True ,wild africa cream liqueur 70 ml,Wild Africa Cr,,iqueur 70 ml,
33935,wild rocket,wild rocket,True ,wild rocket,Wild Rocket,,wild rocket,
33936,wild west honey bbq beef jerky,wild west honey bbq beef jerky,True ,wild west honey bbq beef jerky,Wild West Hone,,q beef jerky,
33937,wild west honey bbq beef jerky 25g,wild west honey bbq beef jerky 25g,True ,wild west honey bbq beef jerky 25 g,Wild West Hone,,f jerky 25 g,
33938,wild west jalapeno beef jerky,wild west jalapeno beef jerky,True ,wild west jalapeno beef jerky,Wild West Jala,,o beef jerky,
33939,wild west original beef jerky 25g,wild west original beef jerky 25g,True ,wild west original beef jerky 25 g,Wild West Orig,,f jerky 25 g,
33940,wildcat passion orange passion fruit flavoured gin 70cl,wildcat passion orange passion fruit flavoured gin 70cl,True ,wildcat passion orange passion fruit flavoured gin 70 ml,Wildcat Passio,,ed gin 70 ml,
33941,wildflower pinot noir 750ml,wildflower pinot noir 750ml,True ,wildflower pinot noir 750 ml,Wildflower Pin,,noir 750 ml,
33942,wildlife choobs 6x37g,wildlife choobs 6x37g,True ,wildlife choobs 6x 37g,Wildlife Choob,,hoobs 6x 37g,
33943,wildlife choobs strawberry 6 x 37g,wildlife choobs strawberry 6 x 37g,True ,wildlife choobs strawberry 6 x 37g,Wildlife Choob,,erry 6 x 37g,
33944,wildlife choobs strawberry flavour yogurt tube 6 x 37g,wildlife choobs strawberry flavour yogurt tube 6 x 37g,True ,wildlife choobs strawberry flavour yogurt tube 6 x 37g,Wildlife Choob,,tube 6 x 37g,
33945,wildlife choobs strawberry raspberry and apricot flavour yogurt tube 6 x 37g,wildlife choobs strawberry raspberry and apricot flavour yogurt tube 6 x 37g,True ,wildlife choobs strawberry raspberry and apricot flavour yogurt tube 6 x 37g,Wildlife Choob,,tube 6 x 37g,
33946,willow block 250g,willow block 250g,True ,willow block 250 g,Willow Block 2,,block 250 g,
33947,willow butter,willow butter,True ,willow butter,Willow Butter,,illow butter,
33948,wilson butchery beef steak mince 400g,wilson butchery beef steak mince 400g,True ,wilson butchery beef steak mince 400 g,Wilson Butcher,,mince 400 g,
33949,winalot adult dog food pouch mixed in jelly 12x100g,winalot adult dog food pouch mixed in jelly 12x100g,True ,winalot adult dog food pouch mixed in jelly 12 x100 g,Winalot Adult,,ly 12 x100 g,
33950,winalot chicken beef lamb 12 pouch,winalot chicken beef lamb 12 pouch,True ,winalot chicken beef lamb 12 pouch,Winalot Chicke,,amb 12 pouch,
33953,winalot classic chicken mixed in jelly 400g,winalot classic chicken mixed in jelly 400g,True ,winalot classic chicken mixed in jelly 400 g,Winalot Classi,,jelly 400 g,
33955,winalot classic tuna mixed in jelly 400g,winalot classic tuna in jelly 400 g,False ,winalot classic tuna in jelly 400 g,Winalot Classi,,jelly 400 g,
33955,winalot classic tuna mixed in jelly 400g,winalot classic tuna mixed in jelly 400g,True ,winalot classic tuna mixed in jelly 400 g,Winalot Classi,,jelly 400 g,
33957,winalot dog food pouch mixed in gravy 12x 100g,winalot dog food pouch mixed in gravy 12x 100g,True ,winalot dog food pouch mixed in gravy 12 x 100 g,Winalot Dog Fo,,y 12 x 100 g,
33958,winalot dog food pouch mixed in jelly 12 x 100g,winalot dog food pouch mixed in gravy 12 x 100g,False ,winalot dog food pouch mixed in gravy 12 x 100 g,Winalot Dog Fo,,y 12 x 100 g,
33958,winalot dog food pouch mixed in jelly 12 x 100g,winalot dog food pouch mixed in jelly 12 x 100g,True ,winalot dog food pouch mixed in jelly 12 x 100 g,Winalot Dog Fo,,y 12 x 100 g,
33960,winalot dog pouch 12pk,winalot dog pouch 12pk,True ,winalot dog pouch 12pk,Winalot Dog Po,,g pouch 12pk,
33961,winalot dog pouch 3pk,winalot dog pouch 3pk,True ,winalot dog pouch 3pk,Winalot Dog Po,,og pouch 3pk,
33963,winalot meaty chunk chicken with pea,winalot meaty chunk chicken with pea,True ,winalot meaty chunk chicken with pea,Winalot Meaty,,ken with pea,
33964,winalot meaty chunk pm,winalot meaty chunk jelly pm,False ,winalot meaty chunk jelly pm,Winalot Meaty,,unk jelly pm,
33964,winalot meaty chunk pm,winalot meaty chunk pm,True ,winalot meaty chunk pm,Winalot Meaty,,aty chunk pm,
33965,winalot meaty chunk w jelly 12x100g,winalot meaty chunk 12x100g in gravy,False ,winalot meaty chunk 12 x100 g in gravy,Winalot Meaty,,0 g in gravy,
33965,winalot meaty chunk w jelly 12x100g,winalot meaty chunk 3x100g in gravy,False ,winalot meaty chunk 3x100 g in gravy,Winalot Meaty,,0 g in gravy,
33965,winalot meaty chunk w jelly 12x100g,winalot meaty chunk 3x100g in jelly,False ,winalot meaty chunk 3x100 g in jelly,Winalot Meaty,,0 g in jelly,
33965,winalot meaty chunk w jelly 12x100g,winalot meaty chunk w gravy 12x100g,False ,winalot meaty chunk w gravy 12 x100 g,Winalot Meaty,,vy 12 x100 g,
33965,winalot meaty chunk w jelly 12x100g,winalot meaty chunk w jelly 12x100g,True ,winalot meaty chunk w jelly 12 x100 g,Winalot Meaty,,ly 12 x100 g,
33966,winalot multipack with chicken beef and lamb in jelly,winalot multipack with chicken beef and lamb in gravy,False ,winalot multipack with chicken beef and lamb in gravy,Winalot Multip,,amb in gravy,
33966,winalot multipack with chicken beef and lamb in jelly,winalot multipack with chicken beef and lamb in jelly,True ,winalot multipack with chicken beef and lamb in jelly,Winalot Multip,,amb in jelly,
33967,winalot perfect portion in jelly 12x100g,winalot perfect portion in jelly 12x100g,True ,winalot perfect portion in jelly 12 x100 g,Winalot Perfec,,ly 12 x100 g,
33968,winalot shape 5 wholesome biscuit variety 800g,winalot shape 5 wholesome biscuit variety 800g,True ,winalot shape 5 wholesome biscuit variety 800 g,Winalot Shape,,ariety 800 g,
33969,winalot shape dog treat biscuit 800g,winalot shape dog treat biscuit 800g,True ,winalot shape dog treat biscuit 800 g,Winalot Shape,,iscuit 800 g,
33971,winalot with chicken in jelly dog food 400g,winalot chicken in jelly 400gm,False ,winalot chicken in jelly 400 g,Winalot Chicke,,jelly 400 g,
33971,winalot with chicken in jelly dog food 400g,winalot chicken mixed in jelly dog food tin 400g,False ,winalot chicken mixed in jelly dog food tin 400 g,Winalot Chicke,,od tin 400 g,
33971,winalot with chicken in jelly dog food 400g,winalot classic tinned dog food with chicken in jelly 400g,False ,winalot classic tinned dog food with chicken in jelly 400 g,Winalot Classi,,jelly 400 g,
33971,winalot with chicken in jelly dog food 400g,winalot classic tinned dog food with tuna in jelly 400g,False ,winalot classic tinned dog food with tuna in jelly 400 g,Winalot Classi,,jelly 400 g,
33971,winalot with chicken in jelly dog food 400g,winalot dog food tin 400g chicken in jelly,False ,winalot dog food tin 400 g chicken in jelly,Winalot Dog Fo,,ken in jelly,
33971,winalot with chicken in jelly dog food 400g,winalot dog food tin 400g tuna in jelly,False ,winalot dog food tin 400 g tuna in jelly,Winalot Dog Fo,,una in jelly,
33971,winalot with chicken in jelly dog food 400g,winalot tuna mixed in jelly dog food tin 400g,False ,winalot tuna mixed in jelly dog food tin 400 g,Winalot Tuna M,,od tin 400 g,
33971,winalot with chicken in jelly dog food 400g,winalot with chicken in jelly 400g,False ,winalot with chicken in jelly 400 g,Winalot With C,,jelly 400 g,
33971,winalot with chicken in jelly dog food 400g,winalot with chicken in jelly 400g,False ,winalot with chicken in jelly 400 g,Winalot With C,,jelly 400 g,
33971,winalot with chicken in jelly dog food 400g,winalot with chicken in jelly dog food 400g,True ,winalot with chicken in jelly dog food 400 g,Winalot With C,,g food 400 g,
33972,winalot with tuna in jelly 400g,winalot tuna in jelly 400gm,False ,winalot tuna in jelly 400 g,Winalot Tuna I,,jelly 400 g,
33972,winalot with tuna in jelly 400g,winalot with tuna in jelly 400g,True ,winalot with tuna in jelly 400 g,Winalot With T,,jelly 400 g,
33973,winder blue razz,snake winder blue razz,False ,snake winder blue razz,Snake Winder B,,er blue razz,
33973,winder blue razz,snakewinder blue razz,False ,snakewinder blue razz,Snakewinder Bl,,er blue razz,
33973,winder blue razz,winder blue razz,True ,winder blue razz,Winder Blue Ra,,er blue razz,
33974,winder strawberry 17g,winder strawberry 17g,True ,winder strawberry 17g,Winder Strawbe,,rawberry 17g,
33975,winder strawberry cream,winder strawberry cream,True ,winder strawberry cream,Winder Strawbe,,wberry cream,
33976,windolene for glassand shinny surface original cream 500ml,windolene for glassand shinny surface original cream 500ml,True ,windolene for glassand shinny surface original cream 500 ml,Windolene For,,cream 500 ml,
33977,windolene glassshiny surface spray 750ml,windolene glassshiny surface spray 750ml,True ,windolene glassshiny surface spray 750 ml,Windolene Glas,,spray 750 ml,
33978,windolene orginal cream 500ml,windolene orginal cream 500ml,True ,windolene orginal cream 500 ml,Windolene Orgi,,cream 500 ml,
33979,windolene window and shiny surface spray,windolene window and shiny surface spray,True ,windolene window and shiny surface spray,Windolene Wind,,urface spray,
33980,window glass spray,window glass spray,True ,window glass spray,Window Glass S,,glass spray,
33984,windsor blue green filter s k,windsor blue green filter,False ,windsor blue green filter,Windsor Blue G,,green filter,
33984,windsor blue green filter s k,windsor blue green filter s k,True ,windsor blue green filter s k,Windsor Blue G,,n filter s k,
33985,windsor blue green filter superkings cigarette 20 pack,windsor blue green filter superkings cigarette 20 pack,True ,windsor blue green filter superkings cigarette 20 pack,Windsor Blue G,,ette 20 pack,
33986,windsor blue green super king,windsor blue bright super king,False ,windsor blue bright super king,Windsor Blue B,,t super king,
33986,windsor blue green super king,windsor blue green super king,True ,windsor blue green super king,Windsor Blue G,,n super king,
33988,windsor blue jps green filter sk 20 pack,windsor blue jps green filter sk 20 pack,True ,windsor blue jps green filter sk 20 pack,Windsor Blue J,,r sk 20 pack,
34007,windsor blue superkings real blue 20 pack,windsor blue jps ksreal blue 20,False ,windsor blue jps ksreal blue 20,Windsor Blue J,,real blue 20,
34007,windsor blue superkings real blue 20 pack,windsor blue jps real blue 20,False ,windsor blue jps real blue 20,Windsor Blue J,,real blue 20,
34007,windsor blue superkings real blue 20 pack,windsor blue jps real blue 20 ttt,False ,windsor blue jps real blue 20 ttt,Windsor Blue J,,blue 20 ttt,
34007,windsor blue superkings real blue 20 pack,windsor blue jps real blue sk 20 pack,False ,windsor blue jps real blue sk 20 pack,Windsor Blue J,,e sk 20 pack,
34007,windsor blue superkings real blue 20 pack,windsor blue jps superkings real blue 20,False ,windsor blue jps superkings real blue 20,Windsor Blue J,,real blue 20,
34007,windsor blue superkings real blue 20 pack,windsor blue real blue 20 pack,False ,windsor blue real blue 20 pack,Windsor Blue R,,blue 20 pack,
34007,windsor blue superkings real blue 20 pack,windsor blue superkings real blue 20 pack,True ,windsor blue superkings real blue 20 pack,Windsor Blue S,,blue 20 pack,
34010,windsor real blue sk jps,jps k real blue,False ,jps k real blue,Jps K Real Blu,,k real blue,
34010,windsor real blue sk jps,jps k real blue ttt,False ,jps k real blue ttt,Jps K Real Blu,,eal blue ttt,
34010,windsor real blue sk jps,jps real blue,False ,jps real blue,Jps Real Blue,,ps real blue,
34010,windsor real blue sk jps,jps real blue k,False ,jps real blue k,Jps Real Blue,,real blue k,
34010,windsor real blue sk jps,jps real blue k s,False ,jps real blue k s,Jps Real Blue,,eal blue k s,
34010,windsor real blue sk jps,jps real blue king size,False ,jps real blue king size,Jps Real Blue,,ue king size,
34010,windsor real blue sk jps,jps real blue s k,False ,jps real blue s k,Jps Real Blue,,eal blue s k,
34010,windsor real blue sk jps,jps real blue sk,False ,jps real blue sk,Jps Real Blue,,real blue sk,
34010,windsor real blue sk jps,jps real blue super king,False ,jps real blue super king,Jps Real Blue,,e super king,
34010,windsor real blue sk jps,jps sk real blue,False ,jps sk real blue,Jps Sk Real Bl,,sk real blue,
34010,windsor real blue sk jps,jps sk real blue ttt,False ,jps sk real blue ttt,Jps Sk Real Bl,,eal blue ttt,
34010,windsor real blue sk jps,windsor blue jps sk,False ,windsor blue jps sk,Windsor Blue J,,blue jps sk,
34010,windsor real blue sk jps,windsor blue k,False ,windsor blue k,Windsor Blue K,,ndsor blue k,
34010,windsor real blue sk jps,windsor blue k real blue ttt,False ,windsor blue k real blue ttt,Windsor Blue K,,eal blue ttt,
34010,windsor real blue sk jps,windsor blue k real ttt,False ,windsor blue k real ttt,Windsor Blue K,,e k real ttt,
34010,windsor real blue sk jps,windsor blue k s,False ,windsor blue k s,Windsor Blue K,,sor blue k s,
34010,windsor real blue sk jps,windsor blue real blue,False ,windsor blue real blue,Windsor Blue R,,ue real blue,
34010,windsor real blue sk jps,windsor blue real blue s k,False ,windsor blue real blue s k,Windsor Blue R,,eal blue s k,
34010,windsor real blue sk jps,windsor blue real blue super king,False ,windsor blue real blue super king,Windsor Blue R,,e super king,
34010,windsor real blue sk jps,windsor blue sk green ttt,False ,windsor blue sk green ttt,Windsor Blue S,,sk green ttt,
34010,windsor real blue sk jps,windsor blue sk real,False ,windsor blue sk real,Windsor Blue S,,blue sk real,
34010,windsor real blue sk jps,windsor blue sk real blue ttt,False ,windsor blue sk real blue ttt,Windsor Blue S,,eal blue ttt,
34010,windsor real blue sk jps,windsor blue sk real ttt,False ,windsor blue sk real ttt,Windsor Blue S,,sk real ttt,
34010,windsor real blue sk jps,windsor bright blue s k,False ,windsor bright blue s k,Windsor Bright,,ght blue s k,
34010,windsor real blue sk jps,windsor bright blue sk,False ,windsor bright blue sk,Windsor Bright,,ight blue sk,
34010,windsor real blue sk jps,windsor bright jps sk blue,False ,windsor bright jps sk blue,Windsor Bright,,jps sk blue,
34010,windsor real blue sk jps,windsor bright sk real blue,False ,windsor bright sk real blue,Windsor Bright,,sk real blue,
34010,windsor real blue sk jps,windsor jps real blue k,False ,windsor jps real blue k,Windsor Jps Re,,real blue k,
34010,windsor real blue sk jps,windsor real blue sk jps,True ,windsor real blue sk jps,Windsor Real B,,blue sk jps,
34012,wine gum 160g,h wine gum 160g,False ,h wine gum 160 g,H Wine Gum 160,,ne gum 160 g,
34012,wine gum 160g,haribo wine gum  160g,False ,haribo wine gum  160 g,Haribo Wine Gu,,e gum 160 g,
34012,wine gum 160g,haribo wine gum 160g,False ,haribo wine gum 160 g,Haribo Wine Gu,,ne gum 160 g,
34012,wine gum 160g,wine gum 160g,True ,wine gum 160 g,Wine Gum 160 G,,ne gum 160 g,
34013,winegums,winegums,True ,winegums,Winegums,,winegums,
34014,winking hot dog,winking hot dog,True ,winking hot dog,Winking Hot Do,,king hot dog,
34015,winston blue k 20 pack,lb blue bright superkings 20 pack,False ,lb blue bright superkings 20 pack,Lb Blue Bright,,ings 20 pack,
34015,winston blue k 20 pack,windsor blue 20,False ,windsor blue 20,Windsor Blue 2,,dsor blue 20,
34015,winston blue k 20 pack,windsor blue bright superkings 20,False ,windsor blue bright superkings 20,Windsor Blue B,,uperkings 20,
34015,winston blue k 20 pack,windsor blue bright superkings 20 pack,False ,windsor blue bright superkings 20 pack,Windsor Blue B,,ings 20 pack,
34015,winston blue k 20 pack,windsor blue green superkings 20,False ,windsor blue green superkings 20,Windsor Blue G,,uperkings 20,
34015,winston blue k 20 pack,windsor blue k real tpd 20,False ,windsor blue k real tpd 20,Windsor Blue K,,real tpd 20,
34015,winston blue k 20 pack,windsor blue sk 20,False ,windsor blue sk 20,Windsor Blue S,,r blue sk 20,
34015,winston blue k 20 pack,windsor blue sk green 20,False ,windsor blue sk green 20,Windsor Blue S,,sk green 20,
34015,winston blue k 20 pack,windsor blue sk green ttt 20,False ,windsor blue sk green ttt 20,Windsor Blue S,,green ttt 20,
34015,winston blue k 20 pack,windsor blue sk real 20,False ,windsor blue sk real 20,Windsor Blue S,,e sk real 20,
34015,winston blue k 20 pack,windsor blue sk real blue tt 20,False ,windsor blue sk real blue tt 20,Windsor Blue S,,l blue tt 20,
34015,winston blue k 20 pack,windsor blue sk real tpd 20,False ,windsor blue sk real tpd 20,Windsor Blue S,,real tpd 20,
34015,winston blue k 20 pack,windsor blue sk real ttt 20,False ,windsor blue sk real ttt 20,Windsor Blue S,,real ttt 20,
34015,winston blue k 20 pack,windsor green 20,False ,windsor green 20,Windsor Green,,sor green 20,
34015,winston blue k 20 pack,windsor green sk 20,False ,windsor green sk 20,Windsor Green,,green sk 20,
34015,winston blue k 20 pack,windsor windsor blue jps sk real ttt 20,False ,windsor windsor blue jps sk real ttt 20,Windsor Windso,,real ttt 20,
34015,winston blue k 20 pack,windsor windsor blue sk real ttt 20,False ,windsor windsor blue sk real ttt 20,Windsor Windso,,real ttt 20,
34015,winston blue k 20 pack,winston blue 20,False ,winston blue 20,Winston Blue 2,,ston blue 20,
34015,winston blue k 20 pack,winston blue k 20,False ,winston blue k 20,Winston Blue K,,on blue k 20,
34015,winston blue k 20 pack,winston blue k 20 pack,True ,winston blue k 20 pack,Winston Blue K,,ue k 20 pack,
34016,winter warmer mulled wine 75cl,winter warmer mulled wine 75cl,True ,winter warmer mulled wine 75 ml,Winter Warmer,,d wine 75 ml,
34017,wipe,wipe,True ,wipe,Wipe,,wipe,
34018,wisdom colgate toothbrush,colgate toothbrush twister,False ,colgate toothbrush twister,Colgate Toothb,,rush twister,
34018,wisdom colgate toothbrush,wisdom colgate toothbrush,True ,wisdom colgate toothbrush,Wisdom Colgate,,e toothbrush,
