item_uuid,item_name,canonical_id,canonical_leader,canonical_member
6b5d2f5f-5bc2-43f3-8556-c3e172a07278,Nescafe Original Decaff 95g,31756.0,nescafe original decaff 95g,nescafe original decaff 95g
6b5a8e5a-09cc-4917-8bfd-eb2db9c11195,Delamere Dairy Strawberry Flavour Milk 500ml,5935.0,delamere dairy strawberry milk 500 ml,delamere dairy strawberry flavour milk 500ml
6b5a764a-266a-5eb3-bf06-a19bde28840f,CLIPPER LIGHTER,4692.0,clipper lighter 1 unit,clipper lighter
6b5477d0-6801-4e63-a8af-b3e5faa6f9cb,B&H GOLD 20S,2428.0,bh k gold ttt 20 units,bh gold 20
6b544776-dcb1-4b54-a4d4-43871ce10861,Mcvities Coconut Rings,15033.0,mcvities coconut ringsgm,mcvities coconut ring
6b53ad97-af4b-4f95-93a7-10a3af64caab,Co Op Garden Peas (290g),29045.0,coop garden pea 290g,co op garden pea 290g
6b4fa7d1-7d3d-4fcf-bdda-15d759af1336,Heineken Premium Lager Pint 4pk (4x568ml cans),10272.0,heineken premium lager beer 4 x 568 ml,heineken premium lager pint 4pk 4x568ml can
6b44ab48-0f4f-56ae-9bcf-aee97bb239f6,Walkers Crisps Variety (6x25g packs),24704.0,walker crisp variety 6 x 25 g,walker crisp variety 6x25g pack
6b44664e-e66c-5add-96a1-59a29143d0d2,Pampers B/Drytaped S6 Pm4.99 4 * 19 S,17259.0,pampers bdrytaped s6  4 19 s,pampers bdrytaped s6  4 19 s
6b43259c-169d-4a08-b211-fdcbfac21cbf,Mcvities Jaffa Cakes (10s),11691.0,mcvitie’s jaffa cake 10 units,mcvities jaffa cake 10
6b430342-674d-4b00-ab89-e395799897ae,Bacardi Carta Blanca White Rum 70cl,1658.0,bacardi carta blanca rum 700 ml,bacardi carta blanca white rum 70cl
6b41340f-ea1a-4cee-8089-fb1a02464034,Jacobs™ Creek Merlot,11626.0,jacob's creek merlot red wine,jacob creek merlot
6b3c3771-0064-5dc3-8bc3-2d3b443504cc,"Pepsi Max No Sugar Cola Bottle, 500ml",17640.0,pepsi max no sugar cola bottle 500 ml,pepsi max no sugar cola bottle 500ml
6b36c1a7-4ec7-4efa-80a0-1c40b1afc34f,Captain Morgan Original (Spiced Gold) 35cl,15889.0,morgan spiced rum 35cl,captain morgan original spiced gold 35cl
6b35e403-5117-4975-b269-5d96858133f8,EMERGE ISOTONIC MIXED BERRY 500ML,7031.0,emerge isotonic drink mixed berry 500 ml,emerge isotonic mixed berry 500ml
6b30e81e-f29a-4eb7-8d29-cfe97d854090,Pampers B/Drytaped S5 Pm4.99 4 * 23 S,17257.0,pampers bdrytaped s5  4 23 s,pampers bdrytaped s5  4 23 s
6b2e97c8-e80c-4843-ab93-12c899bc2841,OASIS SUMMER FRUIT 500ML,16619.0,oasis summer fruit pm 1 500ml,oasis summer fruit 500ml
6b2e40c0-5d7a-4902-b838-1d888df60150,Volvic Mineral Water (1.5 L),24594.0,volvic mineral water 1.5 l,volvic mineral water 1.5 l
6b2dd5bd-0155-40ed-87a2-bb5e63e2c14a,Doritos Chilli Heatwave Tortilla Chips 70g,6334.0,doritos chilli heatwave crisps  70 g,doritos chilli heatwave tortilla chip 70g
6b25d8e2-f48f-4992-9cd5-b251cfd39f4c,Jack Daniel's & Cola 330ml,11367.0,jack daniel's whiskey & cola 330 ml,jack daniel cola 330ml
6b251a3a-a806-531f-ba21-3b109cb977ce,Cadbury Buttons Giant Bag  (119 G),4201.0,cadbury button giant bag 119 g,cadbury button giant bag 119 g
6b211452-715e-572c-af3b-ea6cbce5f28f,I Heart Rose (75 Cl),10856.0,i heart rosé wine 750 ml,i heart rose 75 cl
6b1e3f24-2f4c-5438-a1b2-99e2d753c0bf,Bakers Comp Beef Veg Â£2.49 5 * 1 kg,1760.0,bakers comp chick veg 5 x 1 kg,baker comp beef veg 2.49 5 1 kg
6b1d5194-0e8c-557a-9e49-106aa6cda936,Casillero Del Diablo Merlot (75 cL),4135.0,casillero diablo merlot 750 ml,casillero del diablo merlot 75 cl
6b1ac26b-d8e0-4b67-b535-b728d4f6f3f4,JPS Players KS Real Red (T and T) 20S,18278.0,jps player k real red t and t 20,jps player k real red t and t 20
6b17b927-4f05-5ea9-bf63-1b57c771e97d,Haribo Tangfastics  (140 G),10140.0,haribo tangfastic 140 g,haribo tangfastics 140 g
6b1750b1-0b09-41af-bb60-a44c41c07efd,R WHITES LEMONADE 2LTR ,18953.0,r white lemonade 2ltr,r white lemonade 2ltr
6b0b9d9d-c6a0-4731-a181-902034903a60,TEACHERS WHISKEY 70CL,22850.0,teacher whiskey 70 ml,teacher whiskey 70cl
6b060c27-4acd-4fad-a1ab-b1cffbf5cf07,Jacobs Creek Cabernet Sauvignon (75 Cl),11618.0,jacob's creek cabernet sauvignon red wine 750 ml,jacob creek cabernet sauvignon 75 cl
