group_id,leader,member,modify_leader,image_url
36781,san miguel lge nrb,san miguel large nrb,No,https://tb-static.uber.com/prod/image-proc/processed_images/fa7c5b44864afc25c8b2c106119ac7a5/859baff1d76042a45e319d1de80aec7a.jpeg
36811,san pellegrino limonata 330ml,san pellegrino aranciata 330ml,No,
37323,shani 330ml,shani 330 ml,No,
37931,smirnoff 20cl ,smirnoff 20cl ,Yes,
38068,smirnoff vodka 35cl,smirnoff vodka 35cl ,No,
38101,smirnoffw cola 250ml,smirnoff cola 250ml ,No,
38271,snicker snacksize 3x40g,snicker snacksize 3x40g ,No,
38363,sokolow grandma extra hamszynka babuni ,sokolow grandma extra hamszynka babuni ,Yes,
38455,solo lush ice 600p,solo lush ice 600p,Yes,
38476,solo pink lemonade,solo extra pink lemonade,No,
38565,sour patch kid 140 g,sour patch kid 160 g,No,
38697,sovereign new kingsize dual tt 20,20 sterling dual kingsize,No,
38734,space raider beef 70g,space raider beef 70g ,No,
38759,space raiders pickled onion crisp 70 g,space raider pickled onion 70g ,No,
38907,sprite,sprite ,No,
38932,sprite regular 2l,sprite regular 2ll,No,
39147,starburst original,starburst mini original ,No,
39147,starburst original,starburst original ,No,
39227,stella artois 4.8 % 10pk,stella artois 4.8 % 10pk,Yes,
41903,tropical vibe fruit punch 300 ml,tropical vibe 300ml fruit punch,No,
41903,tropical vibe fruit punch 300 ml,tropical vibe 300ml paradise punch,No,
41901,tropical vibe ocean blue 300 ml,tropical vibe 300ml ocean blue,No,
42268,twix xtra white ltd edition75g,twix xtra white ltd edition 75g,No,
42525,utterly butterly spread 500 g,utterly butterly 500g ,No,
42577,vapeman solo 600puffs peach ice disposable,vapeman solo 600puffs grape ice disposable,Yes,
42577,vapeman solo 600puffs peach ice disposable,vapeman solo 600puffs guava ice disposable,Yes,
42577,vapeman solo 600puffs peach ice disposable,vapeman solo 600puffs lush ice disposable,Yes,
42577,vapeman solo 600puffs peach ice disposable,vapeman solo 600puffs lychee ice disposable,Yes,
42577,vapeman solo 600puffs peach ice disposable,vapeman solo 600puffs peach ice disposable,Yes,
42580,vapeman solo cherry ice 600 puff,solo cherry ice 600 puff,Yes,
42580,vapeman solo cherry ice 600 puff,solo cherry ice 600p,Yes,
42580,vapeman solo cherry ice 600 puff,vapeman mixed berry solo 600 puff,Yes,
42580,vapeman solo cherry ice 600 puff,vapeman solo cherry ice 600 puff,Yes,
43008,volvic 1.5 l,volvic 1.5 ltr,No,
43207,volvic touch of fruit sugar free lemon and lime,volvic touch of fruit lemon lime,No,
43220,volvic touch of fruit summer fruit,volvic touch of fruit summer fruit sugar free,No,
43323,wagon wheel jammie,wagon wheel jammie ,No,
43755,walker cheese and onion,walker cheese onion ,No,
43755,walker cheese and onion,walker crisp cheese onion,No,
43398,walker cheetos crunchy30g ,walker cheetos crunchy30g ,Yes,
43571,walker monster munch flamin hot snack 72 g,monster munch flamin hot 72g ,No,
43571,walker monster munch flamin hot snack 72 g,walker monster munch flamin hot 72g ,No,
43588,walker monster munch pickled onion 72 g,walker monster munch pickled onion 72g ,No,
43636,walker quaver cheese,walker quaver cheese ,No,
43768,walker square salt vinegar snack 72 g,walker square salt vinegar 72g ,No,
44849,wiseman semi skimmed 1ltr,wiseman semi skimmed 1ltr,Yes,
44851,wiseman semi skimmed milk 2ltr,wiseman semi skimmed milk 2ltr,Yes,
45078,wotsit flamin hot,wotsits flamin hot ,No,
