group_id,leader,member,modify_leader,image_url,Image,label,canonical_leader,brand,name,package ,promotion,Comments
8626,do pinos frescoleche fresa caja 1 lt,do pinos frescoleche fresa caja 1 lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/ee6c4e577b576ad6da119c7231f2fead/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche sabor fresa 1 L,Dos Pinos,Fresco leche fresa sabor fresa ,Cartón 1 L,0,
8627,do pinos frescoleche milanmenta 250 ml,do pinos frescoleche milanmenta 250 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e688a6d1c953a4f7e6ac8f456d3d5b94/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche milán menta 250 ml,Dos Pinos,Fresco leche milán menta,Cartón 250 ml,0,
8628,do pinos frescoleche vainilla 236 ml,do pinos frescoleche vainilla 236 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/0effefdc7b56c51fb8852e0eb06cd339/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche sabor vainilla 236 ml,Dos Pinos,Fresco leche sabor vainilla ,Cartón 236 ml,0,
8629,do pinos frescoleche vainilla caja 1 lt,do pinos frescoleche vainilla caja 1 lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f5c0de8d60d4ccd973a59a7a3c16b7a5/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche sabor vainilla 1 L,Dos Pinos,Fresco leche sabor vainilla ,Cartón 1 L,0,
8630,do pinos gallito tapita tiramisu 144g,do pinos gallito tapita tiramisu 144g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b592586283406804b928dbc073d0b1e6/b4facf495c22df52f3ca635379ebe613.jpeg,,TRUE,gallito tiramisú tapita 144 g,Gallito,Tiramisú Tapita,Bolsa 144 g,0,
8631,do pinos guayabita 14 galon 540g,do pinos guayabita 14 galon 540g,Yes,https://d1ralsognjng37.cloudfront.net/79a5df9c-2c07-4d0b-acbd-79d46a7fe494.jpeg,,TRUE,dos pinos helado guayabita 540 g,Dos Pinos,Helado Guayabita,Pote 540 g,0,
8632,do pinos helado chocalmendras paleta 1 ud,do pinos helado chocalmendras paleta 1 ud,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/c4a6d78b0e09fa74b2dd50c56bd20fee/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos paleta capricho 1 unid,Dos Pinos,Paleta capricho ,1 unid,0,
8633,do pinos helado coco 14 gl,do pinos helado coco 14 gl,Yes,,,TRUE,dos pinos helado coco 540 g,Dos Pinos,Helado coco,Pote 540 g,0,
8635,do pinos helado crunchy crispy ud,do pinos helado crunchy crispy ud,Yes,https://d1ralsognjng37.cloudfront.net/0fb998bd-8068-494b-9f69-4f6a49980f1f.jpeg,,TRUE,dos pinos helado krunchy 1 unid,Dos Pinos,Helado krunchy ,1 unid,0,
8636,do pinos helado deleite mini barras avellana 200 gr,do pinos helado deleite mini barras avellana 200 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f9c47b589a803261a3793adc5fe2eb53/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado sabor avellana deleite 200 g,Dos Pinos,Helado sabor avellana Deleite ,Caja 200 g,0,
8637,do pinos helado galleta 14 galon,do pinos helado galleta 14 galon,Yes,,,TRUE,dos pinos helado galleta 540 g,Dos Pinos,Helado galleta ,Pote 570 g,0,
8639,do pinos helado krunchy 14 galon,do pinos helado krunchy 14 galon,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3cd661ea6117c17d103c6faf6a5486b3/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado krunchy 500 g,Dos Pinos,Helado krunchy ,Pote 500 g,0,
8640,do pinos helado krunchy crispy ud,do pinos helado krunchy crispy ud,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b62eaf412d689aed97c659653c9029f6/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado krunchy 1 unid,Dos Pinos,Helado krunchy ,1 unid,0,
8643,do pinos helado mini sandwich 14 galn,do pinos helado mini sandwich 14 galn,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/dd668e62389167b70a22a36ae0201097/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos helado mini sandwich 570 g,Dos Pinos,Helado mini sandwich ,Pote 570 g,0,
8644,do pinos helado mini sndwich,do pinos helado mini sndwich,Yes,https://d1ralsognjng37.cloudfront.net/0422e301-3b73-4535-aeb7-2e1e74d6bc0c.jpeg,,TRUE,dos pinos helado mini sandwich 1 unid,Dos Pinos,Helado mini sandwich ,1 unid,0,
8645,do pinos helado minisandwich 14 gl,do pinos helado minisandwich 14 gl,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/57a388565917eb04c203dbc2b63a1c65/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado mini sandwich 570 g,Dos Pinos,Helado mini sandwich ,Pote 570 g,0,
8646,do pinos helado mmmio barra ud,do pinos helado mmmio barra ud,Yes,https://d1ralsognjng37.cloudfront.net/930b4cae-cfd3-401e-ac8c-caf6fdbba4a6.jpeg,,TRUE,dos pinos helado mmmio 1 unid,Dos Pinos,Helado mmmio,1 unid,0,
8647,do pinos helado morenito 14 gl,do pinos helado morenito 14 gl,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/12893cebb16241921a0dd7650cc8ff1a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado morenito 540 g,Dos Pinos,Helado Morenito ,Pote 540 g,0,
8648,do pinos helado napolitano 14 galn,do pinos helado napolitano 14 galn,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/657ab61ebaae3fb5df03215ee32a70c1/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos helado napolitano 500 g,Dos Pinos,Helado napolitano,Pote 500 g,0,
8649,do pinos helado super cono ud,do pinos helado super cono ud,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/0f64e170b6ddcd42f1ce418364fd8f99/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado super cono 1 unid,Dos Pinos,Helado super cono,1 unid,0,
8651,do pinos helado trits choc.12,do pinos helado trits choc.12,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e47e3f1bef308765239306b01996300f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado trits 100 g,Dos Pinos,Helado Trits,Pote 100 g,0,
8652,do pinos helado trits naranja holandesa,do pinos helado trits naranja holandesa,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/29c137d3b28412050d33c84f707a81f2/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado naranja holandesa trits 100 g,Dos Pinos,Helado naranja holandesa Trits,Pote 100 g,0,
8653,do pinos helado trits veteado chocolate 14 galon,do pinos helado trits veteado chocolate 14 galon,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f41f321640a2c40dfcda0f5ffea345a7/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado veteado chocolate trits 540 g,Dos Pinos,Helado veteado chocolate Trits,Pote 540 g,0,
8655,do pinos helado veteado chocolate 946 gr,do pinos helado veteado chocolate 946 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/678e26126bc7673743785811be48626a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado veteado chocolate 946 g,Dos Pinos,Helado veteado chocolate  ,Pote 946 g,0,
8660,do pinos jugo pp naranja 12 lt,do pinos jug.pp naranja 12 litros,Yes,https://d1ralsognjng37.cloudfront.net/6cffb4e1-4988-4919-87f5-37a33e81f0e8.jpeg,,TRUE,dos pinos jugo de naranja 12 L ,Dos Pinos,Jugo de naranja,Cartón 12 L,0,Gramaje de la imagen diferente al package del nombre
8660,do pinos jugo pp naranja 12 lt,do pinos jugo pp naranja 12 lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/719de4395e41d609e91f4e8c2934d8a0/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos jugo de naranja 12 L ,Dos Pinos,Jugo de naranja,Cartón 12 L,0,Gramaje de la imagen diferente al package del nombre
8661,do pinos jugo pp naranja 14 lt,do pinos jugo pp naranja 14 lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3e9bd8ef98ec7c66fec1fa768db40a10/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos jugo de naranja 14 L,Dos Pinos,Jugo de naranja,Cartón 14 L,0,Gramaje de la imagen diferente al package del nombre
8664,do pinos krunchy 14 galon 540g,do pinos krunchy 14 galon 540g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/46964a45a48ea3a9e7528cb8d56ca6c5/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos helado krunchy 540 g,Dos Pinos,Helado krunchy ,Pote 540 g,0,
8668,do pinos leche delactomy uht 2 % 1l,do pinos leche delactomy uht 2 % 1l,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/dc98cca7f566f99bbea40a5c19a83d60/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche deslactosada delactomy 1 L,Dos Pinos,Leche deslactosada Delactomy,Cartón 1 L,0,
8669,do pinos leche descremada 1 lt,do pinos leche descremada 1 lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6c564678bf2248e789de7d4aa036e94e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche descremada in line 1 L,Dos Pinos,Leche descremada in line,Cartón 1 L,0,
8670,do pinos leche semidescremada 1 lt,do pinos leche semidescremada 1 lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/71286a20bc685ea9be1661fe94adb091/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche semidescremada 1 L,Dos Pinos,Leche semidescremada ,Cartón 1 L,0,
8672,do pinos leche uht 3.5 % 1 l,do pinos leche uht 3.5 % 1 l,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d1ea75aadb719ec46ce42749355d3525/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche entera 3.5% 1 L,Dos Pinos,Leche entera 3.5% ,Cartón 1 L,0,
8674,do pinos mini sandwich chocolate 48g,do pinos mini sandwich chocolate 48g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/8a03fa10682261e36d4ae22b7435a6b2/b4facf495c22df52f3ca635379ebe613.jpeg,,TRUE,dos pinos mini sandwich chocolate 48 g,Dos Pinos,Mini sandwich chocolate,Caja 48 g,0,
8675,do pinos mini sandwich limon 48g,do pinos mini sandwich limon 48g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/0127e40927867b4446c623e9087e5fdd/b4facf495c22df52f3ca635379ebe613.jpeg,,TRUE,dos pinos mini sandwich limón 48 g,Dos Pinos,Mini sandwich limón,Caja 48 g,0,
8676,do pinos mini sandwich vainilla 48g,do pinos mini sandwich vainilla 48g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/00bba36fd47dd64637d60f48fcd76127/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos mini sandwich vainilla 48 g,Dos Pinos,Mini sandwich vainilla ,Caja 48 g,0,
8677,do pinos mmmio 70g,do pinos mmmio 70g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/da51bfefd89d642c046013eb60db5afe/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos helado mmmio 70 g,Dos Pinos,Helado mmmio,Empaque 70 g,0,
8678,do pinos mortadela criolla 375g,do pinos mortadela criolla 375g,Yes,https://d1ralsognjng37.cloudfront.net/6616fab7-5da0-446f-8ffc-75e797b38733.jpeg,,TRUE,la granja mortadela criolla 375 g,La Granja,Mortadela criolla,Empaque 375 g,0,
8679,do pinos mortadela pollo 250g,do pinos mortadela pollo 250g,Yes,https://d1ralsognjng37.cloudfront.net/ccc5f072-87d0-4006-8885-60e9ac0efe1e.jpeg,,TRUE,la granja mortadela pollo 250 g,La Granja,Mortadela pollo,Empaque 250 g,0,
8681,do pinos paleta choco snack,do pinos paleta choco snack,Yes,https://d1ralsognjng37.cloudfront.net/7f3f37fa-5fdb-4a8f-9732-766a05131351.jpeg,,TRUE,dos pinos paleta choco snack 1 unid,Dos Pinos,Paleta choco snack ,1 unid,0,
8683,do pinos paleta chocobigger do pinos te melocotn 500 ml,do pinos paleta chocobigger do pinos te melocotn 500 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/48c9538548c49cc2936594851bf7f75c/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,pack dos pinos 1 paleta choco bigger y té melocotón 500 ml,Dos Pinos,Pack paleta choco bigger + té melocotón 500,1 unid + botella 500 ml,0,
8684,do pinos paleta chocoleta,do pinos paleta chocobigger,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/dd1f4e7f5cb2f59f741adffafcf38546/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,dos pinos paleta choco bigger 1 unid ,Dos Pinos,Paleta choco bigger ,1 unid,0,
8684,do pinos paleta chocoleta,do pinos paleta chocoleta,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/04873e3f29e7ec026fc9f31697f37688/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos paleta chocoleta 1 unid,Dos Pinos,Paleta chocoleta ,1 unid,0,
8685,do pinos paleta cremoleta limn,do pinos paleta cremoleta fresa,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/53e1c255e10b638da96ce307c20d581e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos paleta cremoleta 1 unid,Dos Pinos,Paleta cremoleta,1 unid,0,
8685,do pinos paleta cremoleta limn,do pinos paleta cremoleta limn,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e8dc8aac10e0ae3a54276fc745ed19bb/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos paleta cremoleta limón 1 unid,Dos Pinos,Paleta cremoleta limón,1 unid,0,
8686,do pinos paleta helado cero grados,do pinos paleta helado cero grados,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/863a42a1de854b297e1c693a55bf3cbc/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos paleta helado cero grados 1 unid,Dos Pinos,Paleta helado cero grados ,1 unid,0,
8687,do pinos paleta parejita chocol,do pinos paleta parejita chocol,Yes,,,TRUE,dos pinos paleta parejita chocolate 1 unid ,Dos Pinos,Paleta parejita chocolate,1 unid,0,
8690,do pinos rompope 1 litro,do pinos rompope 1 litro,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/9f204ed41412cef55206de614358e107/b4facf495c22df52f3ca635379ebe613.jpeg,,TRUE,dos pinos rompope 1 L,Dos Pinos,Rompope,Cartón 1 L,0,Gramaje de la imagen diferente al package del nombre
8691,do pinos sundae caramelo 130g,do pinos sundae caramelo 130g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b07f9a8c332637b3cfb1adbb305b398d/b4facf495c22df52f3ca635379ebe613.jpeg,,TRUE,dos pinos sundae caramelo 130 g,Dos Pinos,Sundae caramelo ,Vaso 130 g,0,
8692,do pinos sundae churchill 140g,do pinos sundae churchill 140g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5e58317cbacceb23d87944a7726f85e2/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos sundae churchill 140 g,Dos Pinos,Sundae churchill ,Vaso 140 g,0,
8694,do pinos te azul energa 500 ml,do pinos te azul energa 500 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/91f82aeef17c9feb911967dbefc12495/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos bebida de té azul 500 ml,Dos Pinos,Bebida de té azul ,Botella 500 ml,0,
8695,do pinos te blanco frutal fibra 500 ml,do pinos te blanco frutal fibra 500 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f518a350fffc980eb623feca9379ab64/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos té blanco frutal 500 ml,Dos Pinos,Té blanco frutal,Botella 500 ml,0,
8697,do pinos te negro 500ml,do pinos te negro 500ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/72c7abd656b97dcbbfb11bea7aa04738/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos té negro 500 ml,Dos Pinos,Té negro ,Botella 500 ml,0,
8698,do pinos te reduccion arandano 500 ml,do pinos te reduccion arandano 500 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a7956893f696a473aa59daa3b9903ef3/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos té reducción arándano 500 ml,Dos Pinos,Té reducción arándano ,Botella 500 ml,0,
8699,do pinos trits 14 560,do pinos trits 14 560,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6861c935a0a5dedc1df8387b123071ef/b4facf495c22df52f3ca635379ebe613.jpeg,,TRUE,dos pinos helado trits 560 g,Dos Pinos,Helado Trits ,Pote 560 g,0,
8700,do pinos trits 14 galon 540g,do pinos trits 14 galon 540g,Yes,https://d1ralsognjng37.cloudfront.net/a9c57ad8-3bc8-4f7d-a356-e2005b813ea9.jpeg,,TRUE,dos pinos helado trits 560 g,Dos Pinos,Helado Trits ,Pote 560 g,0,
8704,do pinos yogurt batido guayabita topp chocolate 170 gr,do pinos yogurt batido guayabita topp chocolate 170 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/befb5c458caced12205480e184378911/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos yogurt sabor guayabita 170 g,Dos Pinos,Yogurt sabor guayabita,Pote 170 g,0,
8707,do pinos yogurt natural doble topping 170 gr,do pinos yogurt natural doble topping 170 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/aca579c7bbff043d2100efcd778b0237/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos yogurt natural doble topping 170 g,Dos Pinos,Yogurt natural doble topping ,Pote 170 g,0,
10497,forxiga 10 mg 30 comprimidos recubiertos,forxiga 10 mg 30 comprimidos recubiertos,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1b631b8ac479d7a640181616c9a9fcc0/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,forxiga 10 mg 30 comprimidos,Forxiga,Dapagliflozina 10 mg,30 comprimidos,0,
10498,forxiga 10 mg tabletas via oral caja con 30 unidades,forxiga 10 mg tabletas via oral caja con 30 unidades,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/cd2b8a3bdd72773507bc98004d8535b5/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,forxiga 10 mg 30 comprimidos,Forxiga,Dapagliflozina 10 mg,30 comprimidos,0,
10499,forxiga 10 mg x 30 tabletas,forxiga 10 mg x 30 tabletas,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3c2d772a9b14bc0f76343cb400ff0d16/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,forxiga 10 mg 30 comprimidos,Forxiga,Dapagliflozina 10 mg,30 comprimidos,0,
10500,forxiga 10 mg x 30 tabletas caja x 30 tableta recubierta con pelcula,forxiga 10 mg x 30 tabletas caja x 30 tableta recubierta con pelcula,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3e5a0c4c96cf73696417d53adae8e206/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,forxiga 10 mg 30 comprimidos,Forxiga,Dapagliflozina 10 mg,30 comprimidos,0,
10725,fresco leche chocolate do pinos 250 ml 5009,fresco leche chocolate do pinos 250 ml 5009,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d3d0d7f35e02327ac73d26251a826885/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche sabor chocolate 250 ml,Dos Pinos,Fresco leche sabor chocolate ,Cartón 250 ml,0,
10726,fresco leche fresa do pinos 1 l 8351,fresco leche fresa do pinos 1 l 8351,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/4e6a9df1af93415dc889e364043c2cfb/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche sabor fresa 1 L,Dos Pinos,Fresco leche sabor fresa,Cartón 1 L,0,
10727,fresco leche fresa do pinos 250 ml 7027,fresco leche fresa do pinos 250 ml 7027,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e5ec2a4aca9b007e710ec271ff887168/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche sabor fresa 250 ml,Dos Pinos,Fresco leche sabor fresa,Cartón 250 ml,0,
10728,fresco leche vainilla do pinos 250ml,fresco leche vainilla do pinos 250 ml 7010,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/550526d1eb46abc34313f41bf877e58d/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche sabor vainilla 250 ml,Dos Pinos,Fresco leche sabor vainilla ,Cartón 250 ml,0,
10728,fresco leche vainilla do pinos 250ml,fresco leche vainilla do pinos 250ml,Yes,https://d1ralsognjng37.cloudfront.net/a72ce047-50fd-4d05-9f93-54495dc92427.jpeg,,TRUE,dos pinos fresco leche sabor vainilla 250 ml,Dos Pinos,Fresco leche sabor vainilla ,Cartón 250 ml,0,
10729,frescoleche chocolate 250 ml,frescoleche chocolate 250 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/97ee99d5ca7f3d86660f1133371c126a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche sabor chocolate 250 ml,Dos Pinos,Fresco leche sabor chocolate ,Cartón 250 ml,0,
10730,frescoleche do pinos fresa litro,frescoleche do pinos fresa litro,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/81ade8664852d724dc5a1b287d9268a4/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos fresco leche sabor fresa 1 L,Dos Pinos,Fresco leche sabor fresa,Cartón 1 L,0,
10731,frescoleche fresa 250 ml,frescoleche fresa 250 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/68fc336e1ffcf18c26532805b46b3582/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Frescoleche! Leche sabor fresa Caja 250 ml,Frescoleche!,Leche sabor fresa,Caja 250 ml,0,
10732,frescoleche vainilla 250 ml,frescoleche vainilla 250 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/36208095005e9ede3a93f32bd2c2fdf1/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Frescoleche! Leche sabor vainilla Caja 250 ml,Frescoleche!,Leche sabor vainilla,Caja 250 ml,0,
10918,frutini chiclosos gallito 150gr,frutini chiclosos gallito 150gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/35c47e493d830868b934d286251742d9/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,Gallito Frutini chiclosos Sobre 150 g,Gallito,Frutini chiclosos,Sobre 150 g,0,
11190,gallito chocolate guayabita 18 ud,chocolate gallito guayabita 18 unidades,Yes,https://d1ralsognjng37.cloudfront.net/dfd8904f-b313-409d-aead-158b73980bf5.jpeg,,TRUE,Gallito Chocolates Guayabita Sobre 117 g,Gallito,Chocolates Guayabita,Sobre 117 g,0,
11190,gallito chocolate guayabita 18 ud,chocolate gallito guayabita 18 unidades 117 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2ee319548d3bc057500eea92b2cdde9d/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Gallito Chocolates Guayabita Sobre 117 g,Gallito,Chocolates Guayabita,Sobre 117 g,0,
11190,gallito chocolate guayabita 18 ud,gallito chocolate guayabita 18 ud,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2930662edf3f702240e11d7c51b4fd4b/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Gallito Chocolates guayabita Sobre 117 g,Gallito,Chocolates guayabita,Sobre 117 g,0,
11191,gallito chocolate milan regular 12 ud,gallito chocolate milan regular 12 ud,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/cd4e8211311a7ae6cbb3ec9d3762a6e4/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Gallito Chocolate Milán Sobre 112.8 g,Gallito,Chocolate Milán,Sobre 112.8 g,0,
11192,gallito chocolate milan relleno menta12 ud,gallito chocolate milan relleno menta12 ud,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/acbc7f0b3a0be69d893c6e2cc4f9cf1f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Gallito Chocolate Milán relleno menta Sobre 192 g,Gallito,Chocolate Milán relleno menta,Sobre 192 g,0,
11193,gallito chocolate morenito tableta 100 gr,chocolate gallito tableta morenito mix 200 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/8c3a433b55bcc975460884109e7af62d/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Gallito Chocolate Morenito almendras y sal marina Tableta 200 g,Gallito,Chocolate Morenito almendras y sal marina,Tableta 200 g,0,
11193,gallito chocolate morenito tableta 100 gr,gallito chocolate morenito tableta 100 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6ff930736815b7cc307ece7745365ec7/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Gallito Chocolate Morenito Tableta 100 g,Gallito,Chocolate Morenito,Tableta 100 g,0,
11194,gallito chocolate orgnico 70 sin azcar 120 g 9432,gallito chocolate orgnico 70 sin azcar 120 g 9432,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b3d12d451d242194054d57ea96b2b232/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Gallito Chocolate Organics 70% cacao sin azúcar Doypack 120 g,Gallito,Chocolate Organics 70% cacao sin azúcar,Doypack 120 g,0,
11195,gallito chocolate relleno milan tableta 35 gr,gallito chocolate relleno guayabita tableta 35 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/593d76a5ccd3607fa8c9e4696512f3be/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Gallito Chocolate Guayabita Tableta 35 g,Gallito,Chocolate Guayabita,Tableta 35 g,0,
11195,gallito chocolate relleno milan tableta 35 gr,gallito chocolate relleno milan tableta 35 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b31883f606b44bbcabf22add3ea8d6a3/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Gallito Chocolate Milán menta Tableta 35 g,Gallito,Chocolate Milán menta,Tableta 35 g,0,
11196,gallito de chocolate relleno guayabita,gallito de chocolate relleno guayabita,Yes,https://d1ralsognjng37.cloudfront.net/875e8494-ed0b-4b77-b37a-4875380b5ec3.jpeg,,TRUE,Gallito Chocolate Guayabita Tableta 35 g,Gallito,Chocolate Guayabita,Tableta 35 g,0,
11197,gallito de chocolate relleno miln tableta,chocolate gallito tableta miln menta rellena,Yes,https://d1ralsognjng37.cloudfront.net/091280bb-e2f0-4884-ae46-6d03ed27d312.jpeg,,TRUE,Gallito Chocolate Milán menta Tableta 35 g,Gallito,Chocolate Milán menta,Tableta 35 g,0,
