canonical_id,canonical_leader,brand,name,package,promotion,agent_verified
5573,Crabbies Original Ginger Beer 500 Ml,Crabbies,Original Ginger Beer,500 ml,,1
5574,Crabbies Ginger Beer Scottish Raspberry 1 Unit,Crabbies,Ginger Beer Scottish Raspberry,1 unit,,1
5575,Crabbies Ginger Beer 500 Ml,Crabbies,Ginger Beer,500 ml,,1
5576,Crabbies Green Ginger Wine 750 Ml,Crabbies,Green Ginger Wine,750 ml,,1
5577,Crabbies Ginger Beer 1 Unit,Crabbies,Ginger Beer,1 unit,,1
5578,Cracker Original 1 Unit,,Cracker Original,1 unit,,1
5579,Cranberry 1 Unit,,Cranberry,1 unit,,1
5580,Cranberry Juice,,Cranberry Juice,1 unit,,1
5581,Cranberry Raspberry Juice,,Cranberry Raspberry Juice,1 l,,1
5582,Cranberry Whipped Cream,,Cranberry Whipped Cream,750 ml,,1
5583,Crane Blood Orange Liqueur 350 Ml,Crane Blood,Orange Liqueur,350 ml,,1
5584,Cravendale Whole Milk 1 L,Cravendale,Whole Milk,1 l,,1
